id,lang,sentence
4867592,deu,"Du sprichst kein Englisch, stimmt's?"
4882687,deu,Hör mit der Fotografiererei auf! Du wirkst wie ein Tourist!
4078367,deu,Manchmal sieht die Sache aber ganz anders aus.
1716873,deu,"Danke, dass du mich zurückgerufen hast!"
6198856,deu,"So viel Spaß, wie du denkst, wird es nicht machen."
4095648,deu,Ich habe eine Sonnenbrille auf.
3682034,deu,"Alle Menschen werden Brüder, wo dein sanfter Flügel weilt."
3170923,deu,"Ich weiß nicht mehr, ob Toms Auto blau war oder nicht."
1935091,deu,"Er wurde angeklagt, Dinosaurierknochen gestohlen zu haben."
2276749,deu,"Man gewinnt immer, wenn man erfährt, was andere von uns denken."
1935123,deu,Haben Sie sich massieren lassen?
6611523,deu,Ich war mit der Beste meiner Klasse.
1548908,deu,"Sie war nicht imstande, die Flasche zu öffnen."
5436877,deu,Tom wird sehr schnell böse.
1243967,deu,Einen Kater kuriert man am besten mit einem Drink.
2915157,deu,"Tee und Kaffee haben nützliche Bestandteile, dennoch enthalten sie auch Betäubungsmittel."
1967858,deu,Das kann ich nicht behaupten.
2693274,deu,Wie fühlen sie sich?
1077028,deu,"War ja klar, dass der alte Querkopf wieder alles anders machen muss."
1272363,deu,Dies ist das Zimmer meines Vaters.
4183708,deu,"Seine Eltern wollten einige schöne Tage in dem Schloss verbringen, das wurde dennoch zum furchtbaren Albtraum."
7413795,deu,Ich habe ihn heruntergeladen.
2902642,deu,Ich will spielen.
864753,deu,Was hast du da unten gemacht?
1587770,deu,Wer hat das zuerst getan?
3433981,deu,Es wütet der Nordwind und peitscht Welle um Welle ans felsige Ufer.
2063861,deu,Ich habe ihn heute Morgen zufällig am Zug getroffen.
2108760,deu,Amüsierst du dich gut?
1602418,deu,Eine Stewardess wurde aus dem Wrack geborgen.
6795275,deu,"Intelligenz ist die Fähigkeit, Abstand nehmen zu können."
6883864,deu,Wer kümmert sich heute um das Essen?
6641331,deu,Willst du meine benutzen?
6172993,deu,Wozu brauchst du ein zweites Fahrrad? Gib es mir!
785897,deu,Schau mal auf die Wolke dort drüben.
5917861,deu,Ist der Regenschirm deiner?
2286051,deu,"Ich habe niemals gesagt, dass alle Schauspieler dumme Kühe sind — ich habe lediglich gesagt, dass man sie so behandeln sollte."
1561803,deu,Woran denken Sie?
4127118,deu,"Am meisten beängstigte Tom der Gedanke, möglicherweise nie wieder laufen zu können."
2461033,deu,"Ich muss sagen, dass ich keine Ahnung habe, was damals vor sich ging."
404380,deu,Sie färbte ihren weißen Rock rot.
2461500,deu,Ich bin japanischstämmige Brasilianerin der dritten Generation.
768991,deu,"Worte haben, wenn sie gut gewählt sind, so eine große Macht in ihnen selbst."
2400656,deu,Als Student habe ich ihr oft geschrieben.
1406087,deu,Sie kennt jede Menge hohe Tiere.
2268338,deu,"Sie ist mutig, so alleine in der Wüste zu leben."
2712094,deu,"Tom möchte wissen, warum ihr ihn nicht zurückgerufen habt."
452097,deu,Ich beende gerade die Hausaufgaben.
616992,deu,"Was würdest du sagen, um ihn zu überzeugen, eins zu kaufen?"
6906083,deu,Tom hat einen Termin beim Zahnarzt.
5226057,deu,"Was hindert uns daran, die Last des Lebens einfach von uns zu werfen?"
7716522,deu,Tom und Maria wollen hin.
1907360,deu,"Du weißt nicht, wie es ist, nicht genug zu essen zu haben."
721291,deu,Sein Knie gab nach.
3943690,deu,"„Lebt die alte Töle noch, die des Nachts immer Radau gemacht hat?“ – „Ne, die ist inzwischen verreckt.“"
2992926,deu,Am Himmel war keine Wolke.
599288,deu,Diese Häuser wurden vom Feind bis auf die Grundmauern niedergebrannt.
3605854,deu,Er ist ein Ausgestoßener der Gesellschaft.
4574987,deu,Hat dir der erste Kuss gefallen?
5801626,deu,"Das Resultat von diesem Experiment führte uns zu der Hypothese, dass das Element T die ganze Struktur festlegt."
479840,deu,Die ältere der beiden Töchter ist an der Uni.
5671978,deu,"In der kommenden Woche muss ich zum Arzt, um mir meinen Krankenstand verlängern zu lassen."
2325285,deu,Tom ist immer noch wütend.
7592065,deu,Tom wird es dir erklären.
7361621,deu,"Wenn du ein Haus bauen willst, musst du diese Auflagen hier erfüllen."
917175,deu,Mit wem gehst du so zurzeit?
2258285,deu,Wir haben keine Zeit für Erklärungen.
2201343,deu,Ich freue mich schon auf Antwort von dir!
758647,deu,Viele Haushaltsreiniger enthalten Gift.
362228,deu,Sein Einkommen ist größer als das seiner Frau.
1286529,deu,"Das sind die einzigen beiden Studenten, die Chinesisch lernen."
2793417,deu,Du schienst es eilig zu haben.
6915830,deu,Welcher gefällt dir am meisten?
3537152,deu,Du musst noch etwas anderes erledigen.
3502229,deu,"Ich bin mir nicht sicher, dass ich für das bereit bin."
1837162,deu,Und wie geht's aus?
1384875,deu,"Ich habe mich bemüht, alles zu schreiben, was er sagte."
5665682,deu,Ich habe das Bild rahmen lassen.
6164691,deu,"Ich will, dass unsere gewinnen."
1629880,deu,Magdalena besucht die Japanische Schule in Łódź.
627264,deu,Er verletzte sich beim Rugby.
900032,deu,Wie wird ihr Rechnung getragen?
4934841,deu,Er beschimpfte sie.
2334824,deu,Er machte einen großspurigen Kommentar.
3588433,deu,Das erfordert einen Hektar Land.
785336,deu,Elke ging um zehn Uhr schlafen.
5205000,deu,Das hässliche Entlein wurde ein schöner Schwan.
747032,deu,Japan ist eine der größten Wirtschaftsmächte der Welt.
2343328,deu,"Schlägt dir die Hoffnung fehl, nie fehle dir das Hoffen! Ein Tor ist zugetan, doch tausend sind noch offen."
1105430,deu,Hunde sind schlaue Tiere.
2150464,deu,Die Fabrik wird nächstes Jahr mit der Produktion beginnen.
797643,deu,"Sie beteuerte, sie habe das Verbrechen nicht begangen."
1522072,deu,Tom ist nicht verheiratet.
2838130,deu,Bleib da drinnen!
4925722,deu,Gehe dem Bach nach und du findest das Meer.
1104406,deu,Gute Nacht und träum was Schönes.
518627,deu,Ich werde nächste Woche jeden Tag Überstunden machen müssen.
552541,deu,"Das Gesetz ist ein Netz mit Maschen, engen und weiten; durch die weiten schlüpfen die Gescheiten, in den engen bleiben die Dummen hängen."
2458672,deu,Sie schob das Huhn in den Ofen.
3064186,deu,Oft kommt das Elend für drei Tage auf Besuch und bleibt gleich hundert Jahre.
3703148,deu,Über Musik zu sprechen ist wie über Architektur zu tanzen.
588676,deu,Kann ich eine Cola haben?
1599684,deu,Wir haben keine Zeit zum Debattieren.
6782567,deu,Was für ein interessanter Roman!
1994738,deu,Ändern Sie Ihre Meinung nicht so oft.
5010113,deu,"Was ist das Schwerste von allem? Was dir das Leichteste dünkt: mit den Augen zu sehn, was vor den Augen dir liegt."
6462460,deu,Alle nennen ihn Tom.
882408,deu,Der Weg ist mit umgefallenen Bäumen versperrt.
1521091,deu,Die Goldmünze war letzten Endes viel wertvoller als gedacht.
2776466,deu,"In der Wirtschaft, Wissenschaft und Kultur arbeiten die beiden Länder immer intensiver zusammen."
2338631,deu,Du schaffst es!
1743314,deu,Du hast eine gute Kamera.
3248727,deu,Ich kann meine Augen nicht von dir lassen.
5037668,deu,"Du wolltest weggehen, ohne dass dich jemand dabei sieht."
7452982,deu,Tom ist unser Geschäftsführer.
459065,deu,Warum hast du das ganze Geld aufgebraucht?
3444036,deu,Es ist stickig heiß.
758144,deu,Geschäftsleute tauschen am Anfang oder am Ende einer Zusammenkunft Visitenkarten aus.
2383895,deu,"Denke daran, dass Vater nicht mehr so stark ist, wie er einmal war."
1835283,deu,Sie musste sich von ihrem Pelzmantel trennen.
3421181,deu,Alle Studenten lachten auf.
3517334,deu,"Es ist besser, sich diesen ganzen Unsinn aus dem Kopf zu schlagen und nach Hause zurückzukehren."
2369805,deu,Er hat braunes Haar.
3115882,deu,Tom ist hoch gesprungen und hat den Ball gefangen.
2504639,deu,"Verdamme nicht, wenn du nicht verdammt werden willst."
1267125,deu,"Das ist das, was ich sagen wollte."
2310584,deu,Du wurdest gewarnt.
1888544,deu,"Mir wurde gesagt, du kenntest Toms Telefonnummer."
7432244,deu,Ich fahre noch immer nicht gern in der Stadt.
1552134,deu,"Der Arzt riet ihm, beim Alkohol maßzuhalten."
5961957,deu,"In vielen Sprachen ist es schwierig, in der ersten Person zu schreiben, ohne sein Geschlecht zu verraten."
452450,deu,Sie wurde von einem Freund getäuscht.
2403840,deu,"Es gehört sicherlich ebensoviel Trägheit wie Schwäche dazu, sich von anderen beherrschen zu lassen."
2058404,deu,Fahren wir mit dem Auto dorthin!
1523156,deu,Diese Sache hat nichts mit dir zu tun.
2796439,deu,Tom war noch nie so beschäftigt.
592766,deu,Er freut sich darauf.
1389037,deu,Tom weiß viel über amerikanische Geschichte.
1831006,deu,Wem gehört dieses Geld?
644472,deu,Bitte schicken Sie jemand in mein Zimmer.
2775057,deu,"Es ist interessant, zu sehen, wie sie reagieren."
6950900,deu,Tom verdient seinen Unterhalt.
2667645,deu,Du solltest in diesem Raum nicht laut sprechen.
445041,deu,Er sah den Streifenwagen und floh.
915204,deu,Warum kommst du so spät nach Hause?
6625622,deu,Sie machen es gut.
4007694,deu,Tom flog heim nach Boston.
7479359,deu,"Tom und Maria sagten Johannes, sie hätten nicht den Eindruck, Elke sei müde."
5141675,deu,In der Stadt waren die Läden geschlossen.
1420016,deu,"Das ist eine Arbeit, die viel Mühe und Geduld abverlangt."
5094634,deu,Wäre das Tom?
3714031,deu,"Es würde uns gefallen, wenn ihr euch uns anschließt."
403256,deu,Welches Team hat das Spiel gewonnen?
5176600,deu,Ich wohne schon seit dreißig Jahren in diesem Haus hier.
2165629,deu,Darf doch die Katze den Kaiser ansehen.
2182671,deu,Ein Jahrtausend umfasst hundert Jahrzehnte.
6210276,deu,Die Kinder freuen sich auf die nächsten Ferien.
1515934,deu,Ich habe meine Kamera in diesem Geschäft reparieren lassen.
1585520,deu,Tom umarmt Maria.
3150255,deu,Gibt es weitere Wortmeldungen?
5085958,deu,Tom konnte sich nicht erinnern.
421623,deu,Mag Tom Tomaten?
5337564,deu,Bring Mangos mit.
1987984,deu,Es ist jetzt zu spät zum Wählen. Die Wahllokale sind geschlossen.
356588,deu,Er hat einen Hund und sechs Katzen.
4803102,deu,"Ich würde gerne wissen, wo ich meine Brille hingelegt habe."
2746044,deu,Was hätten Tom und Maria tun sollen?
4945869,deu,"Tu eine gute Tat und wirf sie in die Flut; wenn das Wasser austrocknet, wirst du sie wiederfinden."
6381877,deu,"Freundschaft ist eine Seele, die in zwei Körpern wohnt; ein Herz, das in zwei Seelen wohnt."
1210373,deu,Er war zu blauäugig.
1691076,deu,Tom verkaufte Maria sein Motorrad.
2799917,deu,Trotz seiner fortschreitenden Erblindung darf er noch Auto fahren.
6062026,deu,Du bist mein Sklave.
7016442,deu,"„Nein“, antwortete Tom entschlossen."
2739104,deu,"Väter haben viel zu tun, um es wieder gutzumachen, dass sie Söhne haben."
4055383,deu,Ich möchte nach New York.
5594659,deu,Alles dreht sich.
751619,deu,Ich gehe oft im Fluss schwimmen.
5982141,deu,Deine Mutter kommt morgen.
3461169,deu,"Neulich habe ich vergessen, was ich vergessen hatte."
7636990,deu,Tom erzählte mir eine lange Geschichte.
2561345,deu,Ich möchte es wirklich nicht tun.
6776768,deu,Dürfen wir Platz nehmen?
1984152,deu,Fromme Leute sind dünn gesät.
3008444,deu,"Ich glaube, er bereut die Scheidung von seiner Frau."
1754345,deu,"Ich glaube, dass es jetzt wieder aufwärts geht."
7470167,deu,"Tom und Maria sagten Johannes, dass sie glaubten, Elke habe die Motivation, das zu tun."
3668993,deu,Die Bandscheiben machen etwa fünfundzwanzig Prozent der Länge der Wirbelsäule aus.
6892881,deu,Mein Bruder ist doppelt so schwer wie ich.
1941643,deu,"Wer einem Esel Gutes tut, dem tanzt er auf der Nase."
7369921,deu,Niemand weiß mich zu schätzen.
5245199,deu,Tom gefallen keine Mädchen wie Maria.
343013,deu,Er hat großes Selbstvertrauen.
403689,deu,"Erlauben Sie mir, Ihnen Herrn Kato vorzustellen."
3031278,deu,Er hat ein paar Monate in Schottland verbracht.
5047969,deu,Das macht die Sache kompliziert.
6154317,deu,Sie sind nackt durch den Park gelaufen.
4745728,deu,"Tom hat Maria schon im Kindergarten kennengelernt, und jetzt sind sie ein glückliches Paar."
5342522,deu,"Maria behauptet, sie könne das Wetter beeinflussen."
642569,deu,Der Kammerton A wird als Referenztonhöhe für die Stimmung der allermeisten Instrumente verwendet und liegt bei 440 Hertz.
6112829,deu,Ein alter Mann mit Schlafmütze öffnete das Fenster und sah heraus. Er rief wütend herab: „Was wollen Sie zu dieser nachtschlafenden Zeit?“
1894250,deu,Wir haben gerade erst losgelegt.
6032466,deu,"Tom glaubte sich aus seinem Traum erwacht, doch träumte er wahrlich noch immer."
3367428,deu,Jeder Mensch ist käuflich.
2523266,deu,"Anne war gerade dabei, das Haus zu verlassen, als das Telefon klingelte."
5526755,deu,"Die Eigenliebe lässt uns sowohl unsre Tugenden als unsre Fehler viel bedeutender, als sie sind, erscheinen."
4450092,deu,Von nun an bist du einer von uns.
759255,deu,Zwei Abgeordnete des Parlaments wurden ihres Amtes enthoben.
1009319,deu,Geben Sie einen Esslöffel Olivenöl hinzu.
2433796,deu,Tom erhielt keine Antwort.
6785198,deu,Tom zufolge weint Maria ständig.
6709044,deu,Bist du aber krüsch!
2415523,deu,Die Maße variieren von einem Individuum zum anderen.
6837263,deu,Ich bin aus dem Wasser gekommen.
2194864,deu,Dieser PC wird dir viel Ärger ersparen.
1667507,deu,"Wenn du die Schwerkraft zu deinem Vorteil nutzen kannst, so mache das."
3506407,deu,Hinter jedem großen Manne steht eine große Frau.
1231932,deu,"Tom weiß nicht, wie groß Mary ist."
1299948,deu,Nach der Abfahrt des Papstes kamen Regentage.
2136963,deu,"Glaubst du ich weiß nicht, was hier los ist?"
5995817,deu,"Tom ist dunkelhaarig, groß und sieht gut aus."
1550762,deu,"Ich habe es nur gemacht, um dich zufrieden zu stellen."
1194,deu,Kindermund tut Wahrheit kund.
6311024,deu,Er ist sozusagen eine wandelnde Enzyklopädie.
2873409,deu,Wilhelm trat herein. Mit welcher Lebhaftigkeit flog sie ihm entgegen!
3048737,deu,"Die Welt wird nie gut, aber sie könnte besser werden."
5775213,deu,Wir alle brauchen Liebe.
7413697,deu,Wir haben Mittag gegessen.
1296210,deu,Das Land wurde von einer französischen Adelsfamilie regiert.
1729838,deu,Sie kam vom Regen in die Traufe.
3781552,deu,Das macht dann 3000¥.
639752,deu,Seine Frau ist eine Freundin von mir.
3623151,deu,Tom sang besser als Miri.
3344609,deu,Tom brachte Maria zum Weinen.
3842034,deu,"Ich habe viele Fehler in diesem Leben gemacht, aber ich habe so viel durch sie gelernt, dass ich sogar denke, noch einige mehr zu machen."
3402976,deu,"Tom verzehrt sich danach, dich zu sehen."
424740,deu,"Du willst einen französischen Film anschauen, oder?"
785512,deu,"Nach dem Himmel zu urteilen, könnten wir morgen Schnee haben."
3177754,deu,Es steht einer an der Haustür.
6700340,deu,Die Vergangenheit dieses Mannes ist außergewöhnlich.
1397469,deu,"Der Pessimist entdeckt an jeder Chance die Schwierigkeiten, der Optimist an jeder Schwierigkeit die Chancen."
1755677,deu,Er jagte die Dokumente durch den Reißwolf.
547227,deu,Der Baum wurde mit einem kräftigen Schlag seiner Axt gefällt.
7295216,deu,Ich habe Tom etwas vorenthalten.
814337,deu,Ich bin ziemlich froh.
6644503,deu,"Ich denke, Tom macht das vielleicht."
2300361,deu,Er kann das Klavier nicht alleine tragen.
3788252,deu,Tom könnte dafür ins Gefängnis kommen.
1239165,deu,"Ich hatte nicht lange gewartet, da tauchte er auch schon auf."
2205599,deu,Wir sind nicht versichert.
1385570,deu,"Das ist ein Berggipfel, auf den Sie nur in Begleitung eines erfahrenen ortsansässigen Führers steigen können."
2909037,deu,Kann mich jemand hören?
1207883,deu,"Es ist lange her, dass ich Libellen in diesem Gebiet gesehen habe."
6363428,deu,Er weiß nichts mit sich anzufangen.
3971932,deu,Tom ist sehr charmant.
2221603,deu,"Wir sahen, wie ein altes Haus abgerissen wurde."
2011256,deu,Tom hat seinen Lebenswillen verloren.
2215428,deu,Er rettete uns alle.
4045900,deu,Ihre Sachen sind alle hier.
4548183,deu,Das ist erforderlich.
1940939,deu,Tom wird wahrscheinlich vor halb drei ankommen.
2629539,deu,Ich würde mir ihre Sammlung sehr gern einmal ansehen.
473937,deu,"Menschen, die Latein nicht für die schönste Sprache halten, verstehen nichts."
4913263,deu,Man soll sein eigenes Leben nicht ernster nehmen als ein Stück von Shakespeare! Aber auch nicht minder ernst!
1952501,deu,Ich kann Tom nicht einfach ignorieren.
5931887,deu,Sie sprechen mit ihren Kindern nur Finnisch.
6624787,deu,Wird das in Ordnung sein?
640574,deu,"Die Mathehausaufgaben waren leichter, als ich erwartet hatte."
3613306,deu,"Wie wäre es, wenn du schon schlafen gingest? Du musst morgen früh raus."
7481980,deu,Gebt mir das zurück.
2477206,deu,Ein Maitag ist ein kategorischer Imperativ der Freude.
2160157,deu,"Ich dachte, ihr wüsstet vielleicht, wo Tom hingegangen ist."
3034245,deu,"Tom hätte Mary einladen müssen, hat es aber nicht getan."
1913286,deu,Wenn ich nur nicht so in Eile gewesen wäre!
3034431,deu,Es könnte ein großes Problem sein.
7162224,deu,Ich muss eine Wand abreißen.
4919389,deu,Höre auf uns zu foltern.
7697195,deu,Maria hat es erklärt.
619560,deu,Ich spreche mit dem Direktor.
1152272,deu,Dies ist Tonis Buch.
2414343,deu,"Solange unsere Sicherheit kein Kind der Vernunft sein kann, muss sie eine Tochter des Schreckens sein."
6122289,deu,Mein Chef ist ein Schuft.
3945681,deu,Meine Familie wird dich lieben.
6772528,deu,Wir können einen Spaziergang machen.
1950048,deu,Wann kommt die Flut?
4018915,deu,Tom hat dich wahrscheinlich schon vergessen.
7331214,deu,Tom malte zumeist religiöse Szenen.
823353,deu,Habt ihr Vierteldollarmünzen?
6741785,deu,Der Zug fährt sofort ab.
2672058,deu,"Ich bin auch dafür; somit steht es drei gegen einen, und du bist mit deinem Einspruch überstimmt."
3037862,deu,"Heutzutage ist es für einen Ehemann höchst gefährlich, seiner Frau in der Öffentlichkeit zu viel Aufmerksamkeit zu schenken. Es führt dazu, dass die Leute glauben, er schlägt sie zu Hause."
584163,deu,Sein Vater ist vor 10 Jahren gestorben.
7057372,deu,Wann wirst du dich zur Ruhe setzen?
2301760,deu,Sie wohnten in einem Fünfsternehotel.
2281921,deu,Tom ist stur.
835714,deu,"Mein liebes Kind, bleib hier unten stehen, die bösen Gänse beißen dich tot."
4420572,deu,„Wie konnte mir nur so ein Anfängerfehler unterlaufen?“ – „Mach dir nichts draus. Das passiert uns allen mal.“
2146706,deu,"Obwohl es regnete, hatten alle ihren Spaß."
1919584,deu,Ich kann nicht kommen. Meine Verwandten besuchen mich an diesem Tag.
