sentence,lang,predicted
Los perros le tienen miedo a los cohetes.,spa,spa
El tabaco contiene muchas sustancias tóxicas.,spa,spa
The situation in Kyrgyzstan is a real mess.,eng,spa
"If at least two people are great, then no one is the only great person.",eng,spa
El ruido asustó al bebé.,spa,spa
Tom is proud of his son.,eng,spa
It is just half past seven.,eng,spa
I didn't find anything new.,eng,spa
Lo tiene que hacer ahora.,spa,spa
¿No quieres un poco de torta?,spa,spa
Acepto el trabajo a condición de que me ayudes.,spa,spa
Sami was stranded in the snow.,eng,spa
Are you sure you want to be here?,eng,spa
"Entonces, el camión de la basura no vendrá mañana.",spa,spa
Casi todos los pasajeros del autobús estaban dormidos cuando tuvo lugar el accidente.,spa,spa
I regret having been rude to him.,eng,eng
Un perro feroz atacó a la niña.,spa,spa
Such measures were not necessary.,eng,spa
Está en un lugar seguro.,spa,spa
La salud es un requisito importante para el éxito.,spa,eng
La base de nuestro éxito es el buen trabajo en conjunto.,spa,spa
I will always have a certain fondness for this sitcom because my grandmother and I used to watch it together.,eng,spa
She got wet to the skin.,eng,spa
She got what she deserved in the end.,eng,spa
I feel a lack of confidence because I still have a ton of things to do.,eng,spa
No tires nada al suelo.,spa,eng
"Viendo lo moreno que estás, parece que has pasado la mayor parte de tus vacaciones en la playa.",spa,spa
I know that Tom doesn't know why Mary is doing that by herself.,eng,spa
Sami stayed faithful to Layla.,eng,spa
He should stay where he is.,eng,eng
"Apresúrate; no te fíes de las horas venideras. El que hoy no está dispuesto, menos lo estará mañana.",spa,spa
Don't meddle in my affairs.,eng,spa
Son gemelos.,spa,spa
Déjame contarte a cerca de los orígenes de esta escuela,spa,eng
You just made my day.,eng,spa
Yo solo exijo vuestra completa lealtad.,spa,spa
Tom has a warped sense of humor.,eng,spa
You should be careful about your health.,eng,spa
La Policía interrogó a algunos vecinos del barrio.,spa,eng
Su profesión es médico.,spa,eng
Me encantan los quesos curados aunque sé que son muy calóricos.,spa,eng
Sami discovered the truth about Layla's temperament too late.,eng,spa
Solo tengo uno más.,spa,spa
"Tom, ¿es cierto que estás saliendo con Mary?",spa,spa
Tom said that Mary wasn't having any fun.,eng,spa
Mary was certainly enjoying herself.,eng,spa
Planché el pañuelo.,spa,eng
María no está contenta con sus pechos.,spa,eng
How many hours a day do you spend in your office?,eng,eng
Nuestro vecino tiene dos perros marrones.,spa,spa
Quiero hablar con el doctor.,spa,spa
You forgot to give me a receipt.,eng,eng
There were two murders this month.,eng,spa
Él obtuvo el primer premio en la carrera de los cien metros.,spa,spa
¿Cómo estás? ¡Tiene muchísimo que no te veo!,spa,eng
I want this letter registered.,eng,spa
¿Un poco más de ternera?,spa,spa
Mary told me that she thought Tom would be quicker at doing that than John.,eng,spa
Who's going to believe you?,eng,eng
Te encontraron.,spa,spa
"What with the wind and the rain, our walk was spoiled.",eng,spa
"Perdón, el señor Tlatelpas no está en la casa.",spa,spa
No recuerdo qué he de hacer.,spa,spa
"You told the dog to stay, didn't you?",eng,spa
Había todo tipo de actividades grupales.,spa,spa
The death penalty is final and irreversible.,eng,spa
Ella caminaba veinte millas al día.,spa,spa
Usted debería haberse presentado.,spa,spa
¿Tú entregas a caridad?,spa,spa
¿Te gustaría una almohada?,spa,spa
I don't want you even thinking about it.,eng,eng
"Tom se rio, pero nadie más se rio.",spa,eng
Es difícil ayudar a personas que no quieren admitir que necesitan ayuda.,spa,spa
Mary was smoking.,eng,spa
Tom clapped his hands together.,eng,spa
Sami was seen with a confederate flag.,eng,spa
Tom and Mary told me they weren't injured.,eng,spa
¿Tienen habitaciones más baratas?,spa,spa
The beard does not make the philosopher.,eng,spa
You'll need to hold still.,eng,eng
Dame tres tizas.,spa,spa
I know nothing about robotics.,eng,eng
The weather was getting worse and worse.,eng,spa
The tsar was the ruler of Russia.,eng,eng
¿Puedes creerme?,spa,eng
Tom knows what it is.,eng,spa
Tom and Maria dressed up as the Evil Wolf and the Little Red Riding Hood for Rosenmontag.,eng,spa
Eso está hecho en Kazajistán.,spa,spa
Tom wasn't sure he had enough money with him.,eng,eng
"Si necesitas un préstamo, dímelo.",spa,eng
Eres demasiado inflexible.,spa,spa
We don't always sing this many folk songs in one night.,eng,spa
No me dejaste terminar la frase.,spa,spa
"You know the trouble with you, Tom, you're just stupid.",eng,spa
"I'm happy to be here, Tom.",eng,eng
Tom put down a dish of food for his dog.,eng,spa
Esta casa es demasiado pequeña para vivir en ella.,spa,spa
El intendente ha dicho que no quiere recibir a nadie.,spa,spa
Jessie es la más interesante entre mis amigos.,spa,spa
El teléfono dejó de funcionar.,spa,spa
I was in a great mood.,eng,spa
"What's the Spanish for ""your face""?",eng,eng
How do you like Boston?,eng,eng
"Last night I was too tired to cook a proper meal, so I just ate instant noodles.",eng,spa
Su discurso fue demasiado corto.,spa,eng
Sufrimos una avería.,spa,spa
Él le preguntó a Nancy si estaba libre al día siguiente.,spa,spa
The ship discharged its cargo in Panama.,eng,spa
No creo que pudiera hacer eso.,spa,eng
Me voy a abonar a estos conciertos de música de cámara.,spa,spa
I thought that Tom was your younger brother.,eng,spa
Hay mucha gente que no conozco en la piscina.,spa,spa
Everyone recognized him as a brilliant pianist.,eng,spa
Es un pescado.,spa,eng
The second Gulf War caused a surge in the price of petroleum.,eng,spa
Mary said she thought Tom was hungry.,eng,spa
Tom told me he thought my speech was interesting.,eng,spa
¡No emita ni un sonido!,spa,eng
¿Puede alguno de éstos ser verdad?,spa,spa
Fueron maravillosos.,spa,spa
Music can be defined as the art of producing emotion by the combination of sounds.,eng,spa
Tom come todo lo que su madre le da.,spa,spa
La corteza es la parte exterior del pan.,spa,spa
Héctor se puso celoso cuando vio a su novia hablando con un chico al que acababa de conocer.,spa,spa
Tom was the only other person who did that.,eng,spa
Tom should be arrested.,eng,spa
"Maybe in a different universe, the emotional and psychic environment is even different from ours.",eng,spa
I don't suppose you happen to know where Tom and Mary live?,eng,eng
No voy a desperdiciar mi dinero.,spa,spa
A gerontologist suggested that better palliative care facilities for patients who are nearing the end of their lives might be better than legalizing assisted suicide.,eng,spa
There are only 25 days left to the event!,eng,eng
"If my wife calls, just tell her I'm in an important meeting and cannot be disturbed.",eng,spa
Mary put her cap back on.,eng,spa
Todavía no sabe montar en bicicleta.,spa,spa
I know Tom wanted be the next one to do that.,eng,spa
He climbed El Capitan.,eng,spa
We never stay in Boston very long.,eng,spa
I can't go even if I wanted to.,eng,eng
Tom and I talked for quite a while this afternoon.,eng,spa
Te dije que hicieses tus tareas.,spa,spa
Can I tell my father what you want?,eng,spa
I am aching to go abroad.,eng,spa
"And if so, what then?",eng,spa
"Ya que mueve el hierro, la piedra tiene alma.",spa,spa
Espero estar de vuelta para las dos y media.,spa,spa
Esa es mi escuela.,spa,spa
¡Caramba!,spa,eng
¿Y cuánto tiempo toma normalmente el escrutinio electoral?,spa,eng
I knew Tom knew who did that for you.,eng,spa
No sé por qué él renunció a la compañía.,spa,spa
Se nos ha avistado.,spa,spa
Todos estos dispositivos no son de fiar.,spa,spa
El chico que está de pie junto a la puerta es mi hermano.,spa,spa
Don't touch that setting. What did I tell you!? Now you've inverted all the colors!,eng,eng
I'm sorry that I couldn't do anything to help.,eng,eng
Esto es un pupitre.,spa,spa
Up to now they have worked very hard.,eng,spa
They said that they've seen people do that.,eng,spa
¿Me entiende?,spa,spa
El espejo está muy sucio.,spa,eng
¿Qué tan a menudo vas a la playa?,spa,spa
Todos fuimos niños alguna vez.,spa,eng
I think that Tom will be able to help Mary.,eng,spa
Trabajo como vendedor.,spa,spa
Such magazines have a great influence on children.,eng,spa
Ella lleva todo el día trabajando.,spa,spa
The course was difficult.,eng,spa
Tom waters his lawn at least once a week when there's no rain.,eng,spa
His vain efforts to seduce her showed he was barking up the wrong tree; she was a mother of two tots.,eng,spa
"Aunque él haga algo malo, nunca admitirá que lo hizo.",spa,eng
I know a lot of people who don't eat meat.,eng,spa
Pido disculpas por la demora en enviar la agenda.,spa,spa
Tom and Mary couldn't unlock the door because they had the wrong key.,eng,spa
I always encouraged Tom.,eng,eng
I baked some cookies for him.,eng,eng
Estos son mis amigos.,spa,spa
Decidió dejar de fumar.,spa,spa
She looked like she was frantic.,eng,eng
¡Dejá de joder!,spa,spa
Tom era el alma de la fiesta.,spa,spa
¿Estamos solos en el universo?,spa,eng
Tom doesn't know what Mary will do.,eng,spa
Estaba internado en el hospital.,spa,eng
Do you really know what's going on?,eng,eng
Luis XVI fue decapitado.,spa,spa
El sábado está mi padre libre.,spa,spa
Are you familiar with that?,eng,eng
It's a job that would help me pay for my studies.,eng,spa
Sami visited Layla at her dance studio.,eng,eng
She gave me something.,eng,spa
Tom always tells me to drive carefully.,eng,spa
There's a BMI checkpoint ahead. They're calculating people's BMI and making them pay a fat tax.,eng,spa
Estoy deseando ir a Boston.,spa,spa
Tom is talking with the woman.,eng,spa
I got up at 2 in the morning.,eng,spa
I was happy to see Tom.,eng,eng
He says he can't remember things.,eng,spa
El negocio mejoró después de una mala temporada de verano.,spa,spa
You're completely out of your mind.,eng,spa
Tom made it clear that he didn't plan to go to Boston.,eng,spa
I'm sick and tired of this.,eng,eng
The curtain raised on a noisy cocktail party.,eng,spa
I didn't know that I'd be allowed to do that.,eng,spa
"I was told not go out, which advice I followed.",eng,spa
Ellos no oyeron los niños.,spa,spa
Tom no sabía que Mary hablaba francés tan fluidamente.,spa,spa
"The rain has let up, so we can begin.",eng,spa
El problema decía si ocurriría reflexión total de la luz.,spa,spa
Do you know her personally?,eng,spa
Mary is convinced Tom is the man for her.,eng,spa
Mi hermano estudió en Inglaterra.,spa,spa
"You know that Tom is the one who did that, don't you?",eng,spa
"Confío en lo que Mateo, Marcos, Lucas y Juan dijeron, y si alguna vez fuera víctima de un accidente automovilístico, sería muy feliz de que ellos fueran mis testigos.",spa,spa
"¿Qué edad tiene? ""Entre catorce y diecisiete años"".",spa,spa
I secretly hoped this would happen.,eng,spa
Mary told me she'd be back soon.,eng,spa
El combate duró una semana.,spa,spa
I feel like I'm going mad.,eng,spa
Esos detalles llevan el sello de la verdad.,spa,spa
Este es tu destino.,spa,eng
Tom has been here for just over three years.,eng,spa
She's lost her wallet.,eng,spa
Un buen escritor necesita el don de simplificar lo complicado.,spa,eng
Will Tom and Mary do that today?,eng,spa
Jessie se sentó al extremo de la mesa.,spa,spa
Sólo podemos admirar su coraje.,spa,spa
Tom can't stay for long.,eng,spa
She knows who he is.,eng,eng
The practical exam is the day after tomorrow.,eng,spa
Me hizo una tarta.,spa,spa
El primer paso es siempre el más difícil.,spa,eng
I have to stop doing this.,eng,spa
¿Has llamado a Tom?,spa,eng
Espero que estés cómodo aquí.,spa,spa
We meet every Monday night.,eng,spa
Mary said she didn't want to do anything with Tom.,eng,eng
Tom tiene que quedarse donde está.,spa,spa
Tom hizo el desayuno.,spa,spa
Tom y Mary han decidido romper su relación.,spa,spa
Tom wasn't very good last year.,eng,spa
¿Te ha dado Tom alguna razón?,spa,spa
"Is he not a man of complete virtue, who feels no discomposure though men may take no note of him?",eng,eng
Mary didn't realize she was being followed.,eng,spa
They certainly think they're clever.,eng,spa
He has extensive experience and his competence has branched out into several fields.,eng,spa
Todavía no ha terminado.,spa,spa
I was very busy.,eng,spa
He denied he said that.,eng,spa
I didn't notice that Tom wasn't paying attention.,eng,spa
Let me copy it.,eng,eng
No puedo encontrar mis anteojos.,spa,spa
La población de China e India sobrepasa a la de cualquier otro país.,spa,spa
Estoy seguro de que al final Tom lo descubrirá.,spa,spa
"¿De qué sirve dejar rastros, después de todo? ¿Los dinosaurios son más felices porque nosotros encontramos sus fósiles?",spa,eng
Tom se encontró a Mary de camino a la escuela.,spa,spa
¿Dónde jugáis al tenis?,spa,spa
She said she felt invincible.,eng,spa
No soy quien tu crees que soy.,spa,spa
Tom odia que haga calor.,spa,spa
¿Ya habéis terminado?,spa,eng
Para mí es difícil levantarme antes de las seis.,spa,eng
The museum that we're planning to go to isn't far from here.,eng,spa
Isn't winning great?,eng,eng
He still has not written the letter.,eng,spa
I think we've been cooperative.,eng,eng
Tom realmente se la pasó bien.,spa,spa
The minimum wage is $2.13 an hour.,eng,spa
Tom didn't tell anyone he was planning to do that.,eng,spa
Tom has been spending a lot of time playing games.,eng,spa
"Cuando estaba en Japón, visitaba con frecuencia Kioto.",spa,eng
Te invito a una cerveza.,spa,spa
Tom no quiere nuestra ayuda.,spa,spa
She's doing this for her children.,eng,spa
Los domingos me relajo.,spa,eng
Yo quiero aprender inglés estándar.,spa,spa
Tengo mi manera de resolverlo.,spa,eng
Recibir un regalo de ti fue una sorpresa inesperada.,spa,spa
They say that they'll keep doing that.,eng,spa
Mañana no hay clases.,spa,spa
Yo me odio a mí mismo.,spa,eng
The loss of their mother grieved them very much.,eng,eng
"Habiéndose reconciliado después de una larga riña, Tom y Mary se reencontraron en medio de esta frase.",spa,spa
Pareciera que Tom está teniendo un mal día.,spa,spa
Don't play with matches.,eng,spa
No tengo una oficina en este edificio.,spa,eng
"Eh, ¿qué estás haciendo aquí?",spa,spa
We'll do what we always do.,eng,spa
Esta colina domina la ciudad.,spa,spa
Viajaba en un coche.,spa,eng
¿Vos reconocerías a Tom?,spa,eng
I don't have any regrets.,eng,spa
Sólo me estaba asegurando.,spa,spa
Sami is gonna be poor.,eng,spa
Tom always deceives us; I don't trust him.,eng,eng
Please tell Tom that I'll do it.,eng,eng
I got mad at Tom because he was late.,eng,spa
Tom leaned back and stared at the ceiling.,eng,spa
I went to bed late in the night.,eng,spa
Están reformando la estación de servicio.,spa,eng
"Estoy muy ocupado, así que probablemente no pueda venir mañana.",spa,spa
Tom fue a la ciudad en autobús.,spa,spa
La suma de dos más tres más cuatro es nueve.,spa,eng
Tell me everything Tom told you.,eng,spa
