sentence,lang,predicted
"His job title change was considered a lateral move, possibly a demotion, and certainly not a promotion.",eng,spa
Tom ayudó a Mary a volver a comenzar.,spa,spa
Is there anything you have to do today?,eng,eng
"You know I like you, don't you?",eng,eng
¿Qué quieres hacer con esto?,spa,spa
"I was born in 1982 in Athens, where I still live today.",eng,eng
Do you think Tom is dangerous?,eng,spa
Ella se decidió a pasar la selectividad.,spa,spa
¡Quién sabe!,spa,eng
¿Ella puede soportar un viaje largo?,spa,eng
Nobody saw me do it.,eng,spa
Tom said he wanted to make sure we didn't make the same mistakes he did.,eng,spa
Cantar es mi pasión.,spa,eng
"Uno, tres y cinco son números impares.",spa,eng
Estoy con un fuerte dolor de cabeza.,spa,eng
I'm too young to drive a car.,eng,eng
El general Tom Jackson aceptó el cargo de comandante en jefe.,spa,eng
Tom said that didn't sound logical to him.,eng,eng
Esta tarde he dormido desde la una hasta las cuatro.,spa,eng
Why should I trust you now?,eng,eng
Dice el médico que coma mejor.,spa,eng
Él quiere estudiar música y danza.,spa,eng
Tom didn't attend today's meeting.,eng,eng
Sami was asthmatic.,eng,spa
Is Tom right?,eng,eng
Where did you go last Sunday?,eng,eng
Tom desenfundó su pistola.,spa,eng
How naive I was to think that.,eng,spa
Both Tom and Mary look very uncomfortable.,eng,eng
Me van a subir harto el sueldo.,spa,spa
La bebé lloró hasta dormirse.,spa,eng
Lo haces bien por intuición.,spa,spa
Can't you do that on your own?,eng,eng
You will be very pleased by how he performs.,eng,eng
Quería hablar con vos sobre Tom.,spa,eng
Fadil was waiting for Layla in the parking lot.,eng,spa
El llevaba unos pantalones vaqueros.,spa,eng
El primogénito heredó toda la propiedad.,spa,spa
La crisis afectó directamente a nuestro país.,spa,eng
Ustedes son mis enemigas.,spa,eng
El hombre le teme a los desastres como las inundaciones y los incendios.,spa,eng
Tom wanted to pay off his loan.,eng,eng
I like your friends.,eng,eng
¡No manches! No subiste a la muralla china y ¿tienes la osadía de decir que viniste a Pekín? ¡Sácate!,spa,spa
Me pregunto si usted nos ayudaría.,spa,spa
There is food on the desk.,eng,spa
I've already told you all I know about that.,eng,spa
Tom told me that he was teaching French.,eng,spa
I can't swim now as well as I used to be able to.,eng,eng
El verde es el color de la esperanza.,spa,spa
Tom is now in a coma.,eng,eng
You need to stop gambling.,eng,eng
¿Por qué vino a casa temprano?,spa,spa
That is an adjective.,eng,spa
¿Vos sos el que está a cargo acá?,spa,eng
Nosotros vivimos cerca de una gran biblioteca.,spa,spa
Sé que es importante para ti.,spa,spa
Porque no lo habían hecho.,spa,eng
El pueblo se alzó contra el rey.,spa,eng
"No te vas a dar por vencido, ¿verdad?",spa,spa
Sami reported Layla missing after just a few hours.,eng,eng
Tom is very secretive.,eng,spa
Tatoeba es adictivo.,spa,eng
Mis amigos tienen ganas de ir al campo.,spa,eng
This beef is four dollars per pound.,eng,spa
I wish you could be here with me right now.,eng,eng
Sofía es la capital de Bulgaria.,spa,spa
I'll help you move to your new house.,eng,eng
Dejo mi computadora prendida incluso cuando no estoy en casa.,spa,eng
"Si Tom planeaba casarse, me lo hubiera dicho",spa,spa
You must be sad as you have lost one of your friends.,eng,eng
Tom was accused of the sexual harassment of his female colleagues.,eng,eng
El mes pasado llovió mucho.,spa,eng
Tengo que imprimir 100 páginas.,spa,eng
¿Estas son las fotos que sacaste en Boston?,spa,spa
"So far, Tom is the only one who's done that.",eng,spa
Ella se vistió para la fiesta.,spa,spa
"Lo siento, sólo quería echar una mano.",spa,eng
Please remember to mail this letter on your way to school.,eng,eng
You followed.,eng,eng
Está sentado en la sala de reunión.,spa,spa
I thought that I heard Tom singing.,eng,eng
Let's go and ask her.,eng,eng
¿Debería ser celoso?,spa,eng
Él se preguntaba por qué ella hizo eso.,spa,eng
Rebeca se levanta muy temprano todos los días.,spa,eng
"In Denmark, where the Meteorological Institute reported that the month of July has been the sunniest since they started recording data in 1920, sales of alcoholic beverages dropped in favor of non-alcoholic beers and sodas.",eng,eng
Comer solo es como morir solo.,spa,eng
How many stitches did you get?,eng,spa
¿De qué color son esas paredes?,spa,spa
No hay un trasfondo científico para sostener estas posturas.,spa,eng
That unstoppable feeling you have for her is definitely love.,eng,eng
Esa chica está bajo la ilusión de que es una princesa.,spa,spa
Anoche oí un extraño ruido venir de la habitación de Tom.,spa,eng
Some Japanese wives are content to leave their husbands alone.,eng,spa
"Aunque hablaba en francés, ellos no entendieron.",spa,spa
"Protect the power cord from being walked on or pinched particularly at plugs, convenience receptacles and the point where they exit from the apparatus.",eng,spa
I understood for the first time in my life what falling deeply in love was.,eng,eng
I don't like popcorn.,eng,spa
I know Tom is a few pounds lighter than Mary.,eng,eng
"By the time my father retires, he will have worked for almost thirty years.",eng,eng
People often confuse the difference between an argument and a debate.,eng,spa
Te he juzgado demasiado rápido.,spa,spa
I'm sure Tom and Mary weren't surprised.,eng,spa
Aquí es frío incluso en el verano.,spa,spa
El presidente tuvo la cortesía de responder mi carta.,spa,spa
It is within the bounds of possibility that she will succeed.,eng,spa
Tom has lived alone since his wife died.,eng,spa
Las obras maestras son tan solo intentos con éxito.,spa,eng
How did you come up with this approach?,eng,spa
Hace mucho calor por la noche.,spa,eng
Me doy una caminata todas las mañanas.,spa,eng
We have started to recycle newspapers.,eng,eng
Tom seemed pretty happy.,eng,eng
Shortly after they had gone to bed they were suddenly alarmed by a fearful crash in the hall.,eng,eng
Estoy necesitando un amigo para desahogar mi dolor.,spa,eng
Es imposible para él tener listo eso en una hora.,spa,eng
Mi vida ha tenido altos y bajos.,spa,eng
Sami decided to let God deal with Layla.,eng,eng
"Puedes matar a una persona, pero no puedes matar una idea.",spa,spa
¿No está usted de acuerdo?,spa,spa
Tom must work.,eng,eng
"Pensé que él suspendería el examen, pero finalmente lo aprobó.",spa,eng
"This is the house of touch-me Roque. There's always fuss and fights—if it's not the kids quarrelling, it's the parents. There is never a moment of silence here.",eng,spa
Él llevaba un sombrero puesto.,spa,eng
They aren't going to sell their houses.,eng,eng
¿Qué está preparando en la cocina?,spa,spa
I know that Tom is a little disappointed.,eng,spa
That's done.,eng,spa
¿Qué hay ahí?,spa,eng
¿A cuánto está el cambio de moneda?,spa,spa
Do you think they're all that stupid?,eng,spa
Ella tocaba el piano en ese momento.,spa,spa
"Tom wasn't getting any help from anyone, so he gave up.",eng,spa
He guardado el dinero en la caja fuerte.,spa,spa
El criminal era un hombre canadiense.,spa,spa
We have written a book.,eng,eng
We stayed with them all through the summer.,eng,eng
La industria automovilística está contratando nuevamente.,spa,spa
You see me.,eng,eng
A Ann le gusta mucho el chocolate.,spa,spa
Os debo confesar que ronco.,spa,eng
Was it complicated?,eng,spa
What do we do now?,eng,eng
I should be fine.,eng,spa
I just need a little air.,eng,spa
"An idea not properly analized is not worth to exploit, the same as a life without self judgment is not worth to be lived.",eng,spa
¿Quién hizo el mono de nieve?,spa,spa
She won't tell me who she's dating.,eng,eng
You forgot to give me a receipt.,eng,spa
"Ahora que la mencionas, ¿qué tal está Patricia?",spa,spa
They should pay me for doing this.,eng,eng
Are you actually serious?,eng,eng
Necesito saber más acerca de Tom.,spa,eng
"And if so, what then?",eng,spa
La música ruidosa le pone a Fred de los nervios.,spa,eng
Tom told Mary that he thought John had been late.,eng,spa
Has hecho realidad todos mis sueños.,spa,eng
Sami reached over and grabbed Layla's hand.,eng,spa
"Tom is smarter than Mary, isn't he?",eng,eng
Hay una gran cantidad de importantes ciudades en este país.,spa,eng
Tom didn't have the courage to tell Mary the truth.,eng,spa
Tom thought he had come up with the perfect plan.,eng,spa
Estás cometiendo un gran error.,spa,eng
Think!,eng,eng
¿Alguna vez escuchaste a alguien hablando francés?,spa,spa
Tom told me that he believed that.,eng,spa
La linda muchacha le robó el corazón.,spa,eng
It isn't likely to work.,eng,eng
Pensé que no volvería a oír de ti.,spa,spa
Tenemos que actuar inmediatamente.,spa,spa
Mary told me she needed space.,eng,spa
You can get a loan from a bank.,eng,spa
They say they're studying French.,eng,eng
Were you miserable?,eng,spa
Please do me a favor and just leave.,eng,spa
Somebody's knocking at your door.,eng,eng
I remember last night well.,eng,eng
I remember the word.,eng,eng
Tom said he thought that he knew what Mary had to do.,eng,eng
A cold rain fell over the city.,eng,eng
Tom said that Mary wouldn't want to do that.,eng,spa
"If you have been listening, thanks for paying attention.",eng,spa
Do you know where she bought herself a cat?,eng,spa
How would you like us to proceed?,eng,spa
Me encantaría saber cómo pasó.,spa,eng
How would you know about that?,eng,spa
Escribile.,spa,spa
Tom and I started at the same time.,eng,spa
Tráemelo.,spa,eng
Le escribiré a ella mañana.,spa,spa
Tom lit the oven.,eng,spa
It'll be interesting to do that.,eng,spa
Me hiciste muy feliz.,spa,eng
We're going.,eng,eng
A menudo juego al tenis con ella.,spa,spa
Interlingua es fácil de aprender.,spa,spa
Sami hated us.,eng,eng
Sé que estáis preocupadas por Tom.,spa,eng
Los edificios más modernos son más seguros que los viejos.,spa,eng
Do you think Tom will die?,eng,spa
No hacen más que llorar.,spa,eng
La policía lo está protegiendo.,spa,spa
"How is the research going? ""Reasonably well.""",eng,spa
They renovated their houses.,eng,eng
I want you to consider the possibility Tom is right.,eng,eng
Todos estos dispositivos no son de fiar.,spa,eng
Tom is a professional.,eng,spa
"Cuando lo dices, suenas como papá.",spa,eng
He's no saint.,eng,spa
¿Cuándo cierra?,spa,spa
Tom said he didn't plan to be there.,eng,spa
His vain efforts to seduce her showed he was barking up the wrong tree; she was a mother of two tots.,eng,eng
Hoy vivimos de media treinta y cuatro años más que nuestros bisabuelos.,spa,eng
"A las moscas del tiempo les gustan las flechas, a las moscas de la fruta les gustan los plátanos.",spa,eng
Nos dedicó un conmovedor solo de guitarra.,spa,spa
They forced themselves to do that.,eng,spa
Lo que tenemos es suficiente.,spa,spa
Sami got Layla pregnant and left her without even saying a word.,eng,eng
"Si la lámpara se quema, encendé las velas.",spa,eng
No veo el problema.,spa,eng
El papel vegetal es muy económico.,spa,eng
How many more years do you think it'll take Tom to do that?,eng,spa
The thief snatched the woman's handbag and took to his heels.,eng,eng
She chops wood every day.,eng,eng
Iba a menudo a pescar con él.,spa,spa
Mary forgot to do what she was supposed to do.,eng,eng
Subimos a Facebook las fotos de nuestra boda.,spa,eng
El hombre se ruborizó como un niño.,spa,spa
Aren't you bothered by this?,eng,eng
Tenía tanto dolor de cabeza que se vio obligado a abandonar la reunión.,spa,spa
Tom keeps his savings in a shoebox under the bed.,eng,spa
La camisa grande es marrón.,spa,eng
Una perra corre.,spa,spa
When is that supposed to happen?,eng,spa
Ella no tiene suficiente experiencia.,spa,spa
Me gustaría ir a Austria para estudiar música.,spa,eng
I knew Tom knew who did that for you.,eng,eng
No me digas que nunca te has enamorado.,spa,spa
Go straight ahead on this street.,eng,spa
Me encantan los quesos curados aunque sé que son muy calóricos.,spa,eng
No es fácil de acertar.,spa,spa
"You're not supposed to wear lipstick at school, are you?",eng,eng
Puedes confiar que él mantendrá su palabra.,spa,eng
They're doing their French homework.,eng,eng
La ontología estudia la manera en que se relacionan las entidades que existen.,spa,spa
When do you think Mary is going to want us to help her?,eng,spa
No puedo creer que me haya dejado convencer por Tom a hacer esto.,spa,eng
¿Me enseñas a jugar al ajedrez?,spa,spa
Are you really going to Australia next month?,eng,eng
Tom reads nothing but fiction.,eng,spa
¿Qué dicen los periódicos?,spa,eng
We need paper.,eng,spa
"I don't have a chain saw, but I know someone who does.",eng,eng
Tom's rowboat capsized.,eng,spa
How did Tom know Mary knew how to do that?,eng,spa
¡Cómo me molesta la gente que se ríe de nada!,spa,spa
Tom and Mary had to walk school when they were kids.,eng,eng
Es un culturista.,spa,spa
The chameleon can take on the colors of its background.,eng,spa
Me alegro de que estés aquí.,spa,spa
I never hit you.,eng,eng
Él regresa de Berlín mañana.,spa,spa
Does it exist?,eng,spa
¿Quién es este extraño que ha comenzado a conquistar mi corazón?,spa,eng
Simuló su muerte y asumió una nueva identidad.,spa,spa
Developing hand-eye coordination is one reason behind having a gym class.,eng,eng
"Cuando un producto es escaso, el vendedor tiene ventaja.",spa,spa
It was clear Tom was already finished doing that.,eng,spa
Necesito uno más.,spa,eng
Maybe you can help.,eng,spa
Debo levantarme temprano.,spa,spa
Ella arrogantemente respondió en mi lugar.,spa,eng
No hay nadie que no quiera tener buenos amigos.,spa,eng
Make sure he changes before he enters my house.,eng,eng
Tom no tiene que escuchar lo que Mary diga.,spa,eng
Los gatos no cazan ratones para complacer a Dios.,spa,eng
Este es un insulto premeditado.,spa,spa
Creo que Japón es un país muy seguro.,spa,eng
No sé cómo jugar al golf en absoluto.,spa,eng
Sami came to Layla's house.,eng,eng
I know Tom knew why Mary didn't do that.,eng,spa
Ella insistió en que fue mi culpa.,spa,spa
All Tom does is read.,eng,spa
Mary is off doing her own thing.,eng,eng
She thinks she's infallible.,eng,eng
Te veré mañana en la mañana a las nueve.,spa,spa
Soy muy malo.,spa,eng
Tom said that Mary wanted to do that as soon as possible.,eng,eng
Ellos se reunieron ayer con el Ministro de Asuntos Exteriores.,spa,eng
Mary said she wanted me to be here tomorrow.,eng,eng
I'm not sure that's something I want to do.,eng,eng
Tom doesn't have anything in his bag.,eng,eng
Tom está en la escuela todavía.,spa,spa
Habría llegado antes de haber venido en metro.,spa,eng
Todo el mundo ama Brasil.,spa,spa
I didn't know what to do when my girlfriend told me she was pregnant.,eng,spa
Sami wanted to rephrase the sentence.,eng,spa
Nuestra casa es lo suficientemente grande para una familia de cinco.,spa,spa
Estoy muy seguro de que encontraré trabajo.,spa,eng
You can wait in this room.,eng,eng
They said they were a little nervous.,eng,eng
I turned on the tap.,eng,spa
Mary put her cap back on.,eng,eng
Why shouldn't we sing?,eng,eng
Tom intends to come back to Boston.,eng,eng
He put down his paintbrush.,eng,eng
